name,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,lat,long,place_name
USC00487031,18.9,20.4,27.5,35.8,44.7,53.7,60,58.2,49.5,39.3,26.5,18.2,44.5036,-109.9639,WY PAHASKA
USC00487105,23.6,26,35.1,43.4,52.7,62.9,70.5,69.6,59.4,47,34.1,24.7,42.4717,-106.8528,WY PATHFINDER DAM
USC00487115,20.7,25,36.1,44.5,54.1,62.8,70.1,68.5,58.3,46.2,31.4,19.6,43.2458,-108.6942,WY PAVILLION
USC00487200,28.7,29.8,36.8,44.1,53.2,62.5,69.5,67.8,58.3,46.8,35.6,27.4,41.6264,-104.4936,WY PHILLIPS
USC00487240,26.8,28.4,35.5,43,53.4,63.1,70.1,68.3,58.5,46,34.6,25.8,41.1722,-104.1583,WY PINE BLUFFS 5W
USC00487260,13.8,15.9,26.3,36.4,45,53.8,60.5,58.3,49.5,38.8,25,14.5,42.8747,-109.8592,WY PINEDALE
USC00487376,22,25,34.5,42.6,51.6,61.5,69.9,68.4,57.4,44.5,30.8,20,43.035,-106.9883,WY POWDER RIVER #2
USC00487388,20.3,25,35.1,44.2,54.2,62.5,69.5,67.7,56.9,44.5,31.5,20.7,44.7764,-108.7592,WY POWELL FLD STN
USC00487528,22.5,25.2,33.9,42,51.4,60.9,68.8,65.6,56.4,44.4,31.5,23.3,41.7983,-107.2294,WY RAWLINS 1NE
USC00487548,17.8,22.5,32.6,42.1,51.9,61.6,69.3,67.7,55.4,42.6,28.6,17.3,44.9086,-105.7364,WY RECLUSE 11 NNW
USC00487555,23.6,27.1,36.8,45.9,55.7,65.3,73.4,71.9,60.6,47.1,33.1,22.7,43.245,-104.2881,WY REDBIRD
USC00487760,18.6,24.2,36.1,45.4,54.6,63.8,71.1,69,58.2,45,30.3,17.4,43.0308,-108.3742,WY RIVERTON
USC00487810,21.4,23.5,32.6,41.4,50.8,61.5,70.2,68.6,56.8,44.2,29.9,19.7,43.6056,-104.9042,WY ROCHELLE 3 E
USC00487836,20.7,24.1,32.1,41.3,49.9,58.5,65.8,63.7,54.9,43.7,30.3,21,41.9167,-106.0369,WY ROCK RIVER 13NNW
USC00487847,22.2,25.8,36.1,44.6,52.7,61.3,69.6,68.2,58.5,47.1,33.1,22.9,41.5778,-109.2394,WY ROCK SPRINGS FIRE DEPARTMEN
USC00487885,22.9,25.3,34,43.7,52.9,63,70.9,70.2,58.7,46,32.6,22.8,44.9917,-105.0472,WY ROCKYPOINT 7NNE
USC00487955,12.4,15.9,29.1,39.7,48,56.5,62.9,60.8,51.3,40.7,27,13.8,41.8667,-111,WY SAGE 4 NNW
USC00487990,23,25.4,34,42.1,51.1,60.3,66.6,64.9,55.7,44.4,31.7,22.8,41.4528,-106.8053,WY SARATOGA
USC00488070,23.1,24.1,33.3,40.8,51,61.3,69.6,67.3,57.4,45.5,32.3,23,42.1569,-106.9153,WY SEMINOE DAM
USC00488124,19.7,26.6,37.3,45.6,53.9,64,71.9,69.4,58.4,45.9,31.8,20.1,44.5478,-107.7633,WY SHELL 1NE
USC00488160,22.3,25.6,34.8,43.8,52.9,62.5,70.9,69.2,57.5,45.1,32,22.2,44.8406,-106.8383,WY SHERIDAN FLD STA
USC00488192,12.3,14.5,24.7,33.7,43.1,53.2,60.3,58.4,47.8,36.2,23.6,13.3,42.3703,-106.105,WY SHIRLEY BASIN
USC00488209,18.8,24.9,36.5,45.3,56.1,66.8,73.8,72.3,60.5,46.7,30.9,18.1,43.2372,-108.1097,WY SHOSHONI
USC00488315,13.3,15.8,24.5,32.9,42.2,50.6,57.6,55.9,46.9,36,22.7,13,44.1333,-110.6658,WY SNAKE RIVER
USC00488385,16.2,17.6,25.8,35.1,44.5,53.5,60.2,58.8,50,38.9,24.9,16.4,42.4667,-108.8,WY SOUTH PASS CITY
USC00488626,24.8,25.8,33,41.2,50.1,57.8,65.9,65.3,55.6,43.6,32.4,23.8,44.5772,-106.8969,WY STORY
USC00488705,24.9,26.6,34.7,43.5,53.2,62.4,70.2,69.2,58.9,46.2,33.2,23.9,44.4122,-104.3567,WY SUNDANCE
USC00488758,21.2,22.4,29.7,36.8,45.7,53.8,61,59.8,50.2,39.8,28.1,19.7,44.0761,-108.9547,WY SUNSHINE 3NE
USC00488808,24.4,26.1,33.3,41.4,50.4,59.6,67.1,65.4,55.7,44.7,32.2,24,41.7644,-105.375,WY SYBILLE RSCH UNIT
USC00488852,26.3,29.4,39.1,47.1,56.3,65.2,72.8,71.5,60.8,48.3,35.2,25.9,44.0647,-107.3819,WY TENSLEEP 4NE
USC00488858,17.4,22,33.4,41.9,51.4,61.1,69,66.7,55,42.8,29.6,17.5,43.8111,-107.3653,WY TENSLEEP 16SSE
USC00488875,26,31,40.2,49.3,58.4,67.2,75.1,73.3,63,49.5,36.2,25,43.6483,-108.2036,WY THERMOPOLIS
USC00488884,18.4,23.2,34.4,43.2,52.7,61.7,69.4,67.8,55.1,44.3,30.2,16.1,43.7536,-108.1436,WY THERMOPOLIS 9NE
USC00488888,24.3,27.1,35.3,43,51.8,60.2,67.4,66.1,56.1,44.7,32,23.6,43.7231,-108.6964,WY THERMOPOLIS 21WNW
USC00488995,26.9,29.4,37.5,45.9,56.2,65.9,72.5,70.6,60,47.2,35.1,25.9,42.0803,-104.2236,WY TORRINGTON EXP FARM
USC00488997,24.6,27,34.7,42.5,52.6,62.3,70.7,69,58.7,45.6,33,24.4,42.4881,-104.1564,WY TORRINGTON 29N
USC00489025,15.1,18.4,28.2,36.3,45.2,52.7,59.2,58.3,49.4,38.8,25,14.7,44.9167,-110.4203,WY TOWER FALLS
USC00489205,22,24.9,34.7,44.3,54.2,63.9,72.2,70.8,59.5,46.3,32.1,21.1,44.0928,-104.6114,WY UPTON
USC00489208,20.4,23.3,32,40.3,49.8,59,66.3,66,55.3,42.9,29.7,20.8,44.1619,-104.3542,WY UPTON 14ENE
USC00489459,17.5,21,31.8,40.3,49.6,59.6,67.3,65.1,55.5,43.7,29,19,41.6717,-107.9786,WY WAMSUTTER
USC00489467,28.3,29.6,35.5,41.8,50.2,58.6,66.6,65.3,55.7,45.5,35,27.7,44.4736,-109.4256,WY WAPITI 1NE
USC00489580,25,27.6,36.7,44.5,53.5,63.2,71.4,69.9,58.7,46.2,33.5,23.6,44.6406,-105.3053,WY WESTON 1 E
USC00489604,29.6,31.2,39.5,48.4,57.7,67.3,72.9,71.1,62.5,50.2,37.8,28.2,42.2494,-104.6281,WY WHALEN DAM USBR
USC00489615,30.8,32.3,39.6,47,56.2,65.8,72.5,71.1,61.4,49.8,38.6,29.6,42.1106,-104.9492,WY WHEATLAND 4 N
USC00489770,17.5,24.3,36.6,46.4,56.5,65.9,73.3,71,59,46.2,31.3,18.6,44.0108,-107.9686,WY WORLAND
USC00489805,23.5,26.1,34.1,42,51.3,61.1,69.5,68.7,57.7,44.7,32.1,22.3,43.7472,-105.7331,WY WRIGHT 12W
USC00489902,16.2,19.2,26.4,34.9,43.7,51.6,59.3,57.8,48.4,38.5,26.7,16.3,44.4886,-110.0039,WY YELLOWSTONE NP E ENT
USC00489905,21.1,23.2,30.4,37.8,46.9,55.5,63.8,62.6,52.9,41.1,28.7,20,44.9767,-110.6964,WY YELLOWSTONE PK MAMMOTH
USC00489925,30.3,31.9,39.3,46.9,56.8,66.7,73.4,71.6,62,49.9,37.6,29.4,41.9131,-104.3881,WY YODER 5 W
USC00500243,22,23.9,27.9,36,45.3,53,56.9,55,47.5,36.3,26.1,24.2,60.9583,-149.1108,AK ALYESKA
USC00500247,15.9,19.5,26.5,36.3,47.8,56.2,59.9,55.9,46.5,34.1,20.3,17.2,62.1925,-150.5033,AK AMBER LAKE
USC00500275,17,20.5,27.1,37.5,47.9,55,58.3,56.4,48.3,34.8,22.1,18.6,61.1561,-149.9847,AK ANCHORAGE FRCST OFC
USC00500281,19.7,21.6,26.4,35,45.4,51.9,56.1,54.4,46.8,34.4,23,21.9,61.1025,-149.7169,AK ANCHORAGE UPPER DEARMOUN
USC00500284,16.8,20,26,34.4,45.1,52.1,56.7,54.3,47.2,34.9,21.7,18.8,61.0883,-149.7561,AK ANCHORAGE RABBIT CK #2
USC00500302,17.9,21.3,27.1,37,47.3,54.3,57.5,54.9,47,34.5,21.9,19.5,61.6244,-149.3397,AK ANDERSON LAKE
USC00500363,23.6,27.8,33,39.6,46.3,51.7,53.1,52,47.9,41.2,30.9,26.3,58.3183,-134.1003,AK ANNEX CREEK
USC00500464,28.5,30.7,34.6,41.9,49.8,55.9,58,56.9,50.9,42.9,33.7,30.1,58.3814,-134.645,AK AUKE BAY
USC00500490,-6.8,1.3,13.1,32.6,49.3,60.1,62.3,55.7,44.4,24.2,3.2,-3.6,64.8553,-147.7217,AK AURORA
USC00500657,34.8,35.9,38.6,43.6,50,55.7,58.9,58.9,54,46.1,38.4,35.2,55.38,-131.4683,AK BEAVER FALLS
USC00500707,14.4,19.2,26.7,38.4,49.2,56.8,59.5,56.9,48.6,34.2,20,17.3,61.5633,-149.1542,AK BENS FARM
USC00500788,19.9,23.2,28.1,37.5,48,56.2,59.4,57.9,50.3,37.9,26,22,60.8142,-152.297,AK BIG RIVER LAKES
USC00501175,15.3,20.1,26.4,37.1,47.9,55.3,57,56,47.1,33.4,20.6,17.3,61.5836,-149.0056,AK BUTTE 3NNE
USC00501180,12.2,17.6,25.5,37.1,47.7,55.2,58.8,55,47,33.2,18.8,15,61.5378,-149.0561,AK BUTTE 1W
USC00501220,11.7,15.8,22.3,34.3,45.9,54,58.2,55,45.7,31.7,17.3,14,61.1639,-149.7778,AK CAMPBELL CREEK SCI CTR
USC00501240,24.7,26.2,30.2,36.4,44,51.7,55,53.8,47.5,38.3,28.9,26.6,61.0183,-147.5147,AK CANNERY CREEK
USC00501243,0.9,6,12.5,26.3,40.8,51.3,55,50.3,40.2,23.3,8.1,4.5,63.3953,-148.895,AK CANTWELL 2 E
USC00501244,1.6,4.4,13,27.2,41.4,51.3,55.2,50.6,40.6,23.8,8.7,6.2,63.3725,-148.8442,AK CANTWELL 4E
USC00501466,-15.8,-10.5,1.2,25.2,46.4,58.6,60.8,53.4,40.8,18.8,-3.7,-9.5,65.5667,-144.7653,AK CENTRAL #2
USC00501492,-15.3,-10.8,-2.1,16,38.1,53,55.8,47.9,35.3,14.6,-5.9,-9.8,67.5111,-148.4925,AK CHANDALAR LAKE
USC00501497,-5.2,-4.9,0.8,13.6,32.5,47.6,49.9,43.4,31.8,13.3,0,-2.5,68.0781,-149.5647,AK CHANDALAR SHELF DOT
USC00501684,-20.9,-12.6,4.8,26.2,43.1,54.3,56.2,50.3,39,18.9,-5.5,-15.2,64.0917,-141.9211,AK CHICKEN
USC00501926,11.3,14.2,19.8,30.6,42.8,52.8,55.5,51.8,42.3,27.7,15.6,13.7,62.8256,-149.9061,AK CHULITNA RIVER
USC00501987,-14.6,-10.3,1.3,25.9,45,56.7,59,51.8,39.6,18.6,-3.6,-11.3,65.4939,-144.6422,AK CIRCLE HOT SPRINGS
USC00502019,-5,2.3,11.1,31.5,47.1,57.3,59.2,53.9,42.3,23.1,4.1,-2.5,64.05,-145.5167,AK CLEARWATER
USC00502107,-3.9,2,13.5,32.1,48.5,59.3,61.6,55.2,43.9,24.1,4.6,-0.5,64.8603,-147.8483,AK COLLEGE OBSY
USC00502112,1,6.3,15.5,32.8,48.5,59,61,55.1,44.6,25.3,8.6,3.9,64.925,-147.8803,AK COLLEGE 5 NW
USC00502126,-15.8,-17.3,-14.7,0.6,22.3,38.5,44.9,42.6,33.8,18.2,-1.5,-9.6,70.4322,-150.4094,AK COLVILLE VILLAGE
USC00502144,24,24.8,28.8,37.8,46.7,53.5,57.8,56.5,48.6,37.8,28.9,26.7,60.3925,-149.6661,AK COOPER LAKE PROJECT
USC00502149,16.8,21,26.5,36,45.5,53.1,57.1,54.7,46.4,33.9,22.5,19.9,60.4875,-149.968,AK COOPER LANDING 5 W
USC00502173,32.4,32.6,34.4,39.4,46.7,52.5,56.2,55.9,50.2,41.9,35.3,33.8,60.5561,-145.7531,AK CORDOVA NORTH
USC00502227,37.3,37.4,39.1,43.3,48.7,53.2,57.6,58.4,53.9,46.7,40,37.5,55.4772,-133.1408,AK CRAIG
USC00502339,-4.2,1.6,11.8,31,46.6,56.4,59.2,52.2,42,22.7,3.4,-2.2,64.1172,-145.7511,AK DELTA 6N
USC00502350,-3.8,1.4,13.1,31.7,46.6,57.3,59.6,53.9,41.9,22.6,3,-2.1,64.0839,-145.6136,AK DELTA 5 NE
USC00502352,-3.5,1.7,12.3,30.7,46.4,56.6,58.9,52.5,41.6,23.2,5.1,-0.6,63.9647,-145.105,AK DELTA JUNCTION 20SE
USC00502457,15.1,18.2,22.3,31.6,43.3,51.2,55.1,53.6,46.8,33.4,22.2,17.1,59.05,-158.5167,AK DILLINGHAM FAA AP
USC00502568,-7.7,-0.2,13.5,31.2,46.2,56.8,60.2,54,42.6,23.3,2.2,-5.3,63.6772,-144.6011,AK DRY CREEK
USC00502587,32.4,32.7,33.4,36.4,41.5,46.8,51.4,52.9,48.8,42.3,37.3,34.8,53.895,-166.5433,AK DUTCH HARBOR
USC00502642,15.6,19.9,26.9,37.2,47.6,54.9,58.4,55.5,48,33.6,20.4,18.5,61.2344,-149.2708,AK EAGLE RVR NATURE CTR
USC00502645,15.8,20.1,26.9,37.9,48.9,55.4,58.7,56.3,47.4,34,21,17.9,61.3192,-149.5436,AK EAGLE RVR GAKONA CIR
USC00502656,14,19.6,26.9,37.7,48,55.3,58.7,56.2,47.6,33.3,18.7,16.2,61.2967,-149.44,AK EAGLE RIVER 5 SE
USC00502707,-7.5,-0.7,12.5,33.1,49.4,59.9,62.1,55.9,44.8,23.9,2.4,-4.5,64.6667,-147.1,AK EIELSON FLD
USC00502711,13.5,15.5,16.7,26.3,38,48.4,52.1,48,39,24.9,15.5,16.8,63.4258,-150.3117,AK EIELSON VISITOR CTR
USC00502737,14.6,19.5,25.7,37.1,48.1,55.5,58.8,56.4,47.3,33.8,20.3,17.4,61.4494,-149.3231,AK EKLUTNA WTP
USC00502785,33,33.9,35.8,40.7,46.3,51,53.9,54.6,51.2,44,36.7,34.3,58.1917,-136.3436,AK ELFIN COVE
USC00502868,3.4,7.3,12.9,31.1,45.8,56.4,58.1,52.5,41.4,23.8,8.7,6.5,64.8758,-148.0439,AK ESTER DOME
USC00502870,-7.6,-0.3,10.9,30.2,47,57.5,60.2,53.2,42.8,22.7,2.4,-4.5,64.8464,-148.0256,AK ESTER
USC00502871,-9,-1.2,11.5,30.5,46.9,58.3,60.2,52.8,42.4,21.8,0.9,-6.2,64.9111,-147.9242,AK ESTER 5NE
USC00502965,-9.3,-1.8,11.8,32.4,48.4,58,61,54.2,43.4,22.4,0.6,-6.3,64.8172,-147.8739,AK FAIRBANKS AP #2
USC00502970,-5.9,1.8,13.9,33.3,49.3,60.7,62.6,56,45,24.7,4.1,-2,64.8342,-147.7911,AK FAIRBANKS MIDTOWN
USC00503009,-0.6,7.2,15.5,31.3,45.4,54.8,58.7,53.9,44.7,25.7,8.7,3.8,62.5422,-153.6206,AK FAREWELL LAKE
USC00503160,2.6,7,14.6,31,46.3,58.1,59.9,53.9,43.1,24.7,8.4,5.9,65.0033,-147.3408,AK FT KNOX MINE
USC00503163,15.5,19.3,25.1,35.7,46.6,53.9,57.2,55.1,46.9,33.2,20.6,17.6,61.2272,-149.6503,AK FT RICHARDSON WTP
USC00503181,-3.3,3.7,15.2,31,47.9,57.4,59.7,53.7,43.6,24.1,6.5,-1.3,64.9592,-147.6261,AK FOX 2SE
USC00503196,12.8,19,26.1,36.2,45.6,52.9,56.6,54.5,46.4,33.7,19.7,15.6,60.4822,-150.8056,AK FUNNY RIVER
USC00503198,31,32.4,35.3,42.1,49,54.8,58,57,51.1,43.6,35.1,31.8,58.25,-134.9,AK FUNTER BAY
USC00503212,-9.2,-1.1,8.4,26.1,45.4,58.6,60.6,54.4,44.1,23.6,4.4,-3.8,64.7408,-156.8756,AK GALENA
USC00503275,-2.8,4,14.4,31.2,46.9,56.9,60.1,54,43.5,23.8,5.1,-0.4,64.9767,-147.5211,AK GILMORE CREEK
USC00503294,29,30.3,33.1,39.8,47,52.6,55.2,54.4,48.6,41.5,33.5,30.5,58.4561,-135.8692,AK GLACIER BAY
USC00503299,19.7,20.8,23.3,31.3,41.5,49.2,52.6,51.1,43.2,31.5,23,21.4,61.1,-149.6936,AK GLEN ALPS
USC00503304,-5,3.6,14.3,31.2,44.3,53.3,57.3,52.7,42.8,25.6,4.7,-0.7,62.1086,-145.5328,AK GLENNALLEN KCAM
USC00503502,22.7,26.6,31.1,40.1,48.8,55.7,58,56.4,49.7,41,29.4,25.6,59.2381,-135.4494,AK HAINES #2
USC00503504,17.6,22.1,27.3,36.8,46.5,54.8,58.8,56.7,48.3,38,24.1,19.7,59.4503,-136.3614,AK HAINES 40 NW
USC00503573,14.4,17.8,22.5,32.5,43.6,54.2,58.3,55.1,45.8,31.6,19,15.4,61.9872,-152.0758,AK HAYES RIVER
USC00503585,1.8,7.4,15.1,31.5,46.5,56.8,59.5,54.4,44.1,24.6,8.8,5.7,63.8717,-149.0169,AK HEALY 2 NW
USC00503672,23.4,24.7,27.7,34.7,43.3,49.6,53.4,53.1,46.4,35.6,27.1,24.7,59.7444,-151.6347,AK HOMER 8 NW
USC00503682,23.4,25.5,28.8,36.7,44.2,50.6,54.4,53.8,47.3,37,27.4,24.7,59.7161,-151.3256,AK HOMER 9 E
USC00503695,30.2,31.5,34.8,41,49.1,54.3,58.1,57.6,51.3,42.6,34.7,31.7,58.1072,-135.4278,AK HOONAH
USC00503720,18.3,21.4,26.4,35.8,45.8,53.4,57.4,55.1,47.3,34.6,22.7,20.9,60.8983,-149.6286,AK HOPE
USC00503933,17.8,20.7,24.8,33.9,44.5,52.5,56.6,55,47.7,35.8,26.2,21.5,59.555,-154.4983,AK INTRICATE BAY
USC00504094,30.4,32.1,35.5,42.2,49.6,55.4,57.4,56.4,51.2,43.7,35.6,32.3,58.2989,-134.4111,AK JUNEAU DWTN
USC00504425,17.2,19.6,24.1,33.6,42.4,49.5,53.7,52.4,45.9,34.6,23.1,19.1,60.3667,-151.3833,AK KASILOF 3 NW
USC00504550,16.3,19.4,24.9,34.6,44.8,52.4,55.9,54.5,47.3,35,23.3,18.8,60.6692,-151.3228,AK KENAI 9N
USC00504567,-0.9,8.3,19.7,34,45.1,53,57.3,53.7,43.7,29.5,8.3,2.6,61.6797,-144.7633,AK KENNY LAKE 7SE
USC00504621,4.8,9.1,15,32.3,46.7,57.6,59.7,53.3,42.1,24.2,10.6,7.3,64.9156,-148.2711,AK KEYSTONE RIDGE
USC00504812,30,30.6,32.7,37.5,44.2,50.2,54.5,55.2,49.6,40.1,33.3,30.6,58.1914,-152.3722,AK KITOI BAY
USC00504971,-4.7,2.3,12.3,32.3,48.2,58.7,61.2,55,43.8,23.4,4.3,-2.3,64.1942,-149.4314,AK KOBE HILL
USC00504991,31,31.2,32.8,37.8,43.9,49.9,54.5,55.3,49.4,40.7,34.6,31.5,57.8047,-152.3561,AK KODIAK WWTP
USC00505051,-8.5,-4.3,-0.2,14.8,36.4,51.3,55.4,49.6,39.7,19.6,4.1,-3.5,67.25,-162.8,AK KOTZEBUE 25 N
USC00505136,-15.4,-16.1,-13.6,2.5,23.7,41.4,48.8,45.1,35.4,16.7,-1.8,-10,70.3167,-149.5833,AK KUPARUK
USC00505397,-5.1,1.9,11,26.6,42.2,53.3,57.2,52.5,42.7,25.9,4.9,-2.1,62.4528,-146.6789,AK LAKE SUSITNA
USC00505464,16.1,19.5,24.9,35,45.9,52.9,56.1,53.6,45.4,32.6,20.5,17.9,61.6267,-149.0364,AK LAZY MTN
USC00505516,-7.3,2.1,14.4,33.9,49.4,59.5,62.4,56.7,45.9,25.5,3.7,-2.9,64.8833,-147.25,AK LITTLE CHENA RVR
USC00505519,34.2,34.8,36.6,41,46.6,52.1,55.8,55.8,51.2,44.5,38.1,35.2,56.3831,-134.6497,AK LITTLE PORT WALTER
USC00505604,26.1,26.6,30.3,36.6,43.2,50.7,55.7,55.1,48.7,38.9,30.3,28.3,60.5181,-148.093,AK MAIN BAY
USC00505644,-7.8,-1.9,10.5,31.3,47.5,58.7,61.3,54.6,43.9,23.5,1.7,-5.1,64.9989,-150.638,AK MANLEY HOT SPRINGS
USC00505733,15.1,19.2,26.4,37.5,48,55.4,58.4,56,47.7,33.9,20.4,17.5,61.5664,-149.2542,AK MATANUSKA EXPERIMENT FARM
USC00505757,-0.4,8.7,18.5,33.6,45,53.2,56.3,52.5,43.5,28.5,7.4,2.1,61.4181,-142.9961,AK MCCARTHY 3 SW
USC00505778,3.1,7.6,13.4,27.9,42.8,52.8,55.6,50.6,40.4,22.9,8.9,6.9,63.7175,-148.9692,AK MCKINLEY PARK
USC00505880,-3.6,2.9,12.4,28.9,45.5,55,58.3,51.5,41.5,22.3,1.9,-0.4,65.2222,-147.1667,AK MILE 42 STEESE
USC00505883,15.2,18.6,25.2,36.3,47.2,54.2,57.4,55.1,46.6,33.1,19.7,17.1,61.4253,-149.4075,AK MIRROR LAKE SCOUT CAMP
USC00505894,19,21.2,26.9,36.3,45.3,52.9,57.2,55.7,47,35,24.2,21,60.5028,-149.4261,AK MOOSE PASS 3 NW
USC00506147,-4.7,3.4,12.8,28.5,43.1,52.1,54.7,50.9,40.1,22.6,3.9,-0.9,62.3978,-142.9967,AK NABESNA
USC00506581,-9.1,-0.8,12.8,32.3,48.1,58.9,61.5,55.1,43.7,23.2,1,-5.7,64.7581,-147.3253,AK NORTH POLE
USC00506777,-1.2,7,18.2,33.2,45.7,54.4,57.6,53.3,43.2,27.6,8.1,2.5,61.8,-144.9833,AK OLD EDGERTON
USC00506853,30.4,30.3,32,36.4,43.1,48.7,53.3,54.2,48.5,39.7,33.8,30.9,57.9256,-152.5011,AK OUZINKIE
USC00506870,17.7,21.9,29.4,40.2,51.1,57.9,60.3,58.1,50.1,36.3,22.7,20.2,61.5889,-149.0992,AK PALMER JOB CORPS
USC00507097,0,5.9,11.5,25.4,40.2,50.7,53.8,49.4,39.6,23.7,6.2,3.3,63.0322,-145.4983,AK PAXSON
USC00507141,31.3,32.9,34.8,40.2,46.2,51.7,54.8,56,50.9,42.9,35.2,32.3,57.9578,-136.2214,AK PELICAN
USC00507352,12.3,17.8,25.9,38.2,48.4,55.5,58,55.7,47.6,33.9,17.8,15.9,61.5333,-149.0833,AK PLANT MATERIALS CTR
USC00507444,13.8,18.2,25.7,36.6,48,55.4,58.6,56.7,47.9,34.1,20.4,16,61.4169,-150.0819,AK POINT MACKENZIE
USC00507502,21.8,23.2,27.5,35.6,43.7,49.8,53.6,52.5,46.6,36.1,25.7,24.3,60.7833,-148.8333,AK PORTAGE GLACIER V C
USC00507513,-12,-3.9,9.4,29.6,45.6,55.8,58.5,53.3,41.2,22.1,0.2,-8.4,62.6211,-141.0061,AK PORT ALCAN
USC00507557,35.6,36.4,38.1,42.7,48.2,53.4,56.8,56.7,52.1,45.5,39.3,36.7,56.2472,-134.6447,AK PORT ALEXANDER
USC00507570,15.5,18.6,24.3,35.2,46,54.3,57.9,55.5,47.4,34.5,23.8,19.4,60.2036,-154.3164,AK PORT ALSWORTH
USC00507738,30.7,30.6,32.4,37.3,44.5,51.6,55.8,55.3,48.9,40.3,33.5,31.9,60.0503,-148.0672,AK PORT SAN JUAN
USC00507780,-16.4,-17,-13.8,2.1,22.9,38.9,46.4,43.4,34.2,16.2,-3.3,-10.8,70.25,-148.3333,AK PRUDHOE BAY
USC00507783,7.8,11.5,17.4,28.8,41.8,51.2,55.4,52.1,42.7,26.6,13.1,9,62.0911,-152.735,AK PUNTILLA
USC00508140,-4.6,1.2,11.4,31.1,46.6,57,59.6,53.4,43.3,23,4.5,-2.2,64.4942,-146.9767,AK SALCHA
USC00508183,32,32.6,33.2,35.8,41.7,47.5,52.3,53.7,49.7,42.4,37.8,34.4,55.3167,-160.5167,AK SAND POINT
USC00508375,17.7,21.9,27.3,35.7,44.2,51.4,55.1,53.2,46.1,34.9,22.9,20.2,60.1883,-149.6275,AK SEWARD 8 NW
USC00508377,21.3,23,27.4,34.9,43.6,50.9,54.7,53.5,46.1,35.7,26.9,24.2,60.3539,-149.3483,AK SEWARD 19N
USC00508409,3.8,8.7,16.2,29.3,41.6,49.9,53.5,50.2,41.1,25.4,9.9,6.5,61.8125,-147.4992,AK SHEEP MTN LODGE
USC00508470,-1.3,6.6,16.6,32.1,45,54,57.2,53.9,43.5,29.4,9,2.8,61.5175,-144.1914,AK SILVER LAKE
USC00508547,-2.1,5.5,14.7,30.3,43.8,53.1,56.6,51.7,40.7,24.4,5,0.7,62.7089,-143.9808,AK SLANA
USC00508594,-9.3,-1.3,6.8,23,39.3,48.4,51.9,47.6,37.2,21.6,2.4,-4.9,62.0303,-146.6931,AK SNOWSHOE LAKE
USC00508615,13.4,17.4,24.8,34.6,44.4,51.2,55.2,53.3,45.6,33.3,19.2,16.2,60.4194,-151.1336,AK SOLDOTNA 5SSW
USC00508625,-4.7,3.1,13,28.1,41.7,49.8,54.2,50,39.5,23.9,4.4,-1.1,62.5333,-145.5167,AK SOURDOUGH 1 N
USC00508884,5.1,11.7,20.1,33.8,47,55.4,58.7,55.4,45.6,29.4,14.3,7.2,61.9128,-150.0989,AK SUSITNA LANDING
USC00508915,15.7,19.9,27.2,37,46.7,53.8,57.2,54.8,46.5,33.9,20.8,17.5,61.7139,-148.9089,AK SUTTON 1 W
USC00508945,5,10.1,16,27.9,41,50.2,53.2,50.1,40.5,25.2,10.6,7.9,61.8167,-147.55,AK TAHNETA PASS
USC00509313,-11.4,-2.6,10.3,31.5,46.2,56.3,59.6,53.7,42.4,22,-0.3,-8.7,63.3336,-143.0372,AK TOK
USC00509385,-3.2,5,14.6,30.8,43.7,52.8,56.5,51.8,41.7,26.4,6.8,0.9,61.6511,-145.1703,AK TONSINA
USC00509460,24.9,26.6,29.7,35.6,44.2,51.5,56.1,55.1,47.5,37.1,29.1,26.7,59.4356,-151.4136,AK TUTKA BAY LAGOON
USC00509489,-3,4.7,15.7,34.1,48.8,59.2,62.2,55.6,45.1,25.3,5.5,-0.1,64.8656,-146.9542,AK TWO RIVERS
USC00509641,-4.9,1.7,13.8,32.7,48.8,59.6,62,55.8,44.7,24.8,4.6,-1.1,64.8569,-147.8611,AK UNIVERSITY EXP STN
USC00509685,21.8,23.3,28.7,37,45.6,51.6,54.1,52.7,47.2,36.7,27.8,24.8,61.1314,-146.2436,AK VALDEZ AIRPORT
USC00509747,27.6,28.1,31.2,37.2,45.1,52.6,57,56.1,50,40.4,32.8,30.6,60.7986,-148.0872,AK WALLY NOERENBERG HATCH
USC00509759,16,20.2,27.9,38.7,48.9,56.1,59.4,57.1,49.1,34.9,20.7,17.9,61.5333,-149.4333,AK WASILLA 3 S
USC00509790,6.9,12.7,21.3,34.6,46.9,55.7,59.2,55.9,46,30.1,13.4,9.7,61.7067,-149.9978,AK WHITES CROSSING
USC00509829,28.5,29.3,32.4,38.8,46.8,53.8,57,55.9,49.2,39.6,31.8,30,60.7764,-148.6858,AK WHITTIER
USC00509861,7.1,12.9,21.4,34.2,46.7,55.6,59.9,56.2,46.7,30.4,14,8.2,61.7481,-150.0542,AK WILLOW WEST
USC00509869,-10,-5.6,4.1,22.9,42,55.8,56.9,50,38,16.6,-2.6,-5.7,67.4192,-150.1069,AK WISEMAN
USC00509891,-9.2,-0.4,11.5,31,46.6,57.1,60.1,53.3,42.6,22.9,-0.5,-6.2,64.7803,-147.275,AK WOODSMOKE
USC00509919,31.9,33.9,37.7,43.3,49.8,55.1,57.8,57.4,52.2,44.9,37,33.1,56.4733,-132.3875,AK WRANGELL AIRPORT
